1989.965088,3.56E-13
1988.936401,3.56E-13
1987.907593,3.57E-13
1986.878662,3.56E-13
1985.849365,3.57E-13
1984.819946,3.56E-13
1983.790283,3.56E-13
1982.760254,3.55E-13
1981.730103,3.54E-13
1980.699585,3.54E-13
1979.668945,3.53E-13
1978.638062,3.52E-13
1977.606934,3.51E-13
1976.575439,3.51E-13
1975.543823,3.51E-13
1974.511963,3.50E-13
1973.479736,3.50E-13
1972.447388,3.49E-13
1971.414795,3.49E-13
1970.381958,3.49E-13
1969.348877,3.48E-13
1968.31543,3.48E-13
1967.28186,3.47E-13
1966.248047,3.47E-13
1965.213989,3.45E-13
1964.179688,3.45E-13
1963.145142,3.44E-13
1962.110352,3.43E-13
1961.075195,3.43E-13
1960.039917,3.42E-13
1959.004395,3.41E-13
1957.968628,3.41E-13
1956.932617,3.41E-13
1955.896362,3.40E-13
1954.859863,3.39E-13
1953.82312,3.39E-13
1952.786011,3.39E-13
1951.748779,3.39E-13
1950.711304,3.39E-13
1949.673584,3.39E-13
1948.63562,3.39E-13
1947.597412,3.39E-13
1946.55896,3.38E-13
1945.520264,3.38E-13
1944.481323,3.38E-13
1943.442017,3.38E-13
1942.402588,3.37E-13
1941.362915,3.37E-13
1940.322998,3.37E-13
1939.282837,3.37E-13
1938.242432,3.37E-13
1937.20166,3.36E-13
1936.160767,3.37E-13
1935.119629,3.35E-13
1934.078247,3.35E-13
1933.036621,3.34E-13
1931.994629,3.34E-13
1930.952515,3.33E-13
1929.910156,3.33E-13
1928.867554,3.32E-13
1927.824585,3.32E-13
1926.781494,3.32E-13
1925.738159,3.32E-13
1924.694458,3.32E-13
1923.650635,3.31E-13
1922.606567,3.32E-13
1921.562134,3.31E-13
1920.517578,3.31E-13
1919.472656,3.32E-13
1918.427612,3.32E-13
1917.382202,3.31E-13
1916.33667,3.31E-13
1915.290771,3.32E-13
1914.244751,3.32E-13
1913.198364,3.32E-13
1912.151733,3.33E-13
1911.10498,3.33E-13
1910.057861,3.33E-13
1909.010498,3.33E-13
1907.963013,3.33E-13
1906.915161,3.34E-13
1905.867065,3.34E-13
1904.818726,3.33E-13
1903.770142,3.33E-13
1902.721313,3.34E-13
1901.672363,3.33E-13
1900.623047,3.33E-13
1899.573486,3.32E-13
1898.523682,3.32E-13
1897.473511,3.31E-13
1896.423218,3.30E-13
1895.372681,3.30E-13
1894.321899,3.29E-13
1893.270874,3.29E-13
1892.219604,3.29E-13
1891.167969,3.28E-13
1890.116211,3.26E-13
1889.064209,3.25E-13
1888.011841,3.25E-13
1886.959351,3.24E-13
1885.906494,3.23E-13
1884.853516,3.22E-13
1883.800171,3.22E-13
1882.746582,3.22E-13
1881.692871,3.20E-13
1880.638794,3.19E-13
1879.584473,3.19E-13
1878.529907,3.19E-13
1877.475098,3.19E-13
1876.420044,3.18E-13
1875.364746,3.17E-13
1874.309204,3.17E-13
1873.253418,3.17E-13
1872.197388,3.17E-13
1871.141113,3.16E-13
1870.084595,3.17E-13
1869.02771,3.17E-13
1867.970703,3.16E-13
1866.913452,3.16E-13
1865.855835,3.16E-13
1864.798096,3.16E-13
1863.73999,3.17E-13
1862.681641,3.17E-13
1861.623169,3.18E-13
1860.564331,3.18E-13
1859.505249,3.20E-13
1858.445923,3.20E-13
1857.386353,3.19E-13
1856.326538,3.20E-13
1855.266479,3.21E-13
1854.206177,3.21E-13
1853.14563,3.22E-13
1852.084717,3.23E-13
1851.023682,3.23E-13
1849.962402,3.25E-13
1848.900757,3.24E-13
1847.838989,3.23E-13
1846.776855,3.24E-13
1845.714478,3.24E-13
1844.651978,3.23E-13
1843.589111,3.23E-13
1842.526001,3.21E-13
1841.462646,3.21E-13
1840.399048,3.20E-13
1839.335205,3.18E-13
1838.270996,3.17E-13
1837.206665,3.15E-13
1836.14209,3.14E-13
1835.077148,3.12E-13
1834.012085,3.11E-13
1832.946655,3.08E-13
1831.880981,3.08E-13
1830.815186,3.06E-13
1829.749023,3.05E-13
1828.682617,3.03E-13
1827.615967,3.02E-13
1826.549072,3.01E-13
1825.481934,3.00E-13
1824.414429,2.99E-13
1823.346802,2.98E-13
1822.278809,2.97E-13
1821.210693,2.97E-13
1820.142212,2.96E-13
1819.073608,2.96E-13
1818.004639,2.96E-13
1816.935425,2.96E-13
1815.865967,2.96E-13
1814.796265,2.95E-13
1813.726318,2.95E-13
1812.656128,2.95E-13
1811.585571,2.95E-13
1810.514893,2.95E-13
1809.443848,2.95E-13
1808.372681,2.94E-13
1807.301147,2.95E-13
1806.22937,2.95E-13
1805.157349,2.94E-13
1804.085083,2.95E-13
1803.012573,2.95E-13
1801.939819,2.95E-13
1800.866699,2.94E-13
1799.793457,2.95E-13
1798.719849,2.95E-13
1797.646118,2.95E-13
1796.572021,2.94E-13
1795.497681,2.95E-13
1794.423096,2.95E-13
1793.348267,2.95E-13
1792.273193,2.95E-13
1791.197876,2.94E-13
1790.122192,2.95E-13
1789.046387,2.95E-13
1787.970215,2.94E-13
1786.893921,2.95E-13
1785.817261,2.94E-13
1784.740356,2.95E-13
1783.663208,2.95E-13
1782.585815,2.94E-13
1781.508057,2.95E-13
1780.430176,2.95E-13
1779.352051,2.95E-13
1778.27356,2.94E-13
1777.194824,2.94E-13
1776.115845,2.94E-13
1775.036621,2.94E-13
1773.957153,2.94E-13
1772.877441,2.94E-13
1771.797485,2.93E-13
1770.717163,2.93E-13
1769.636719,2.93E-13
1768.555908,2.92E-13
1767.474854,2.92E-13
1766.393555,2.91E-13
1765.312012,2.91E-13
1764.230225,2.91E-13
1763.148193,2.90E-13
1762.065796,2.90E-13
1760.983276,2.89E-13
1759.900391,2.89E-13
1758.817261,2.89E-13
1757.733887,2.88E-13
1756.650269,2.87E-13
1755.566406,2.87E-13
1754.482178,2.85E-13
1753.397827,2.84E-13
1752.31311,2.84E-13
1751.228149,2.84E-13
1750.143066,2.83E-13
1749.057617,2.83E-13
1747.971802,2.81E-13
1746.885864,2.82E-13
1745.799683,2.81E-13
1744.713135,2.80E-13
1743.626343,2.80E-13
1742.539307,2.79E-13
1741.452026,2.79E-13
1740.364502,2.79E-13
1739.276733,2.78E-13
1738.188599,2.78E-13
1737.100342,2.78E-13
1736.011719,2.77E-13
1734.922852,2.78E-13
1733.83374,2.77E-13
1732.744385,2.77E-13
1731.654785,2.77E-13
1730.564819,2.77E-13
1729.474731,2.77E-13
1728.384277,2.76E-13
1727.293579,2.77E-13
1726.202637,2.77E-13
1725.11145,2.76E-13
1724.019897,2.76E-13
1722.928223,2.76E-13
1721.836182,2.77E-13
1720.743896,2.77E-13
1719.651367,2.76E-13
1718.558594,2.77E-13
1717.465576,2.77E-13
1716.372192,2.77E-13
1715.278564,2.77E-13
1714.184814,2.76E-13
1713.090698,2.77E-13
1711.996216,2.77E-13
1710.901611,2.77E-13
1709.806763,2.78E-13
1708.711548,2.78E-13
1707.616089,2.77E-13
1706.520386,2.78E-13
1705.424438,2.78E-13
1704.328247,2.78E-13
1703.231689,2.78E-13
1702.13501,2.77E-13
1701.037964,2.77E-13
1699.940674,2.78E-13
1698.84314,2.77E-13
1697.745361,2.77E-13
1696.647217,2.77E-13
1695.54895,2.76E-13
1694.450317,2.76E-13
1693.35144,2.76E-13
1692.252319,2.75E-13
1691.152832,2.75E-13
1690.053223,2.75E-13
1688.953247,2.75E-13
1687.853027,2.74E-13
1686.752563,2.74E-13
1685.651855,2.74E-13
1684.550781,2.74E-13
1683.449585,2.74E-13
1682.348022,2.74E-13
1681.246216,2.75E-13
1680.144165,2.74E-13
1679.041748,2.74E-13
1677.939209,2.75E-13
1676.836304,2.76E-13
1675.733154,2.76E-13
1674.629761,2.77E-13
1673.526123,2.78E-13
1672.422119,2.77E-13
1671.317993,2.78E-13
1670.213501,2.78E-13
1669.108765,2.79E-13
1668.003784,2.80E-13
1666.898438,2.80E-13
1665.792969,2.80E-13
1664.687134,2.80E-13
1663.581055,2.80E-13
1662.474609,2.80E-13
1661.368042,2.80E-13
1660.261108,2.79E-13
1659.154053,2.79E-13
1658.046631,2.78E-13
1656.938843,2.77E-13
1655.830933,2.77E-13
1654.722656,2.76E-13
1653.614258,2.76E-13
1652.505493,2.76E-13
1651.396362,2.75E-13
1650.287109,2.75E-13
1649.17749,2.75E-13
1648.067627,2.74E-13
1646.95752,2.74E-13
1645.847168,2.73E-13
1644.736572,2.74E-13
1643.62561,2.74E-13
1642.514404,2.74E-13
1641.402954,2.74E-13
1640.29126,2.75E-13
1639.179199,2.74E-13
1638.066895,2.74E-13
1636.954346,2.75E-13
1635.841553,2.74E-13
1634.728516,2.74E-13
1633.615112,2.74E-13
1632.501587,2.74E-13
1631.387695,2.73E-13
1630.273438,2.73E-13
1629.159058,2.73E-13
1628.044312,2.72E-13
1626.929321,2.72E-13
1625.814087,2.72E-13
1624.698608,2.71E-13
1623.582764,2.72E-13
1622.466675,2.72E-13
1621.350342,2.73E-13
1620.233765,2.74E-13
1619.116821,2.75E-13
1617.999756,2.77E-13
1616.882324,2.79E-13
1615.764648,2.81E-13
1614.646606,2.84E-13
1613.528442,2.87E-13
1612.409912,2.91E-13
1611.291138,2.93E-13
1610.171997,2.97E-13
